componente_1,componente_2,classe,ambiente
11.122704505920,33.520271301270,2,Saguão principal
-23.079872131348,-6.878704071045,1,Laboratório
39.058071136475,-6.343333244324,0,Corredor
-13.026410102844,27.639621734619,2,Saguão principal
8.658168792725,-20.608205795288,3,Ginásio
15.618103027344,-17.218851089478,3,Ginásio
-2.282561540604,28.723640441895,2,Saguão principal
21.719606399536,2.058385610580,1,Laboratório
13.006884574890,35.436019897461,0,Corredor
-25.584733963013,-15.320821762085,1,Laboratório
18.985359191895,22.445913314819,3,Ginásio
-1.691880702972,-28.199146270752,0,Corredor
1.019907951355,21.283407211304,1,Laboratório
-5.055235385895,-15.691555976868,3,Ginásio
-23.848800659180,-14.527769088745,0,Corredor
-33.458889007568,-17.492900848389,2,Saguão principal
-12.594385147095,13.435296058655,1,Laboratório
-32.713947296143,9.071143150330,2,Saguão principal
21.868055343628,-12.908636093140,3,Ginásio
17.035644531250,-11.632822990417,3,Ginásio
16.108795166016,25.132646560669,0,Corredor
-14.759537696838,-32.846935272217,2,Saguão principal
-5.050995349884,-15.763453483582,3,Ginásio
-0.251539766788,22.690574645996,2,Saguão principal
4.937067508698,-41.220966339111,0,Corredor
21.901187896729,19.624137878418,3,Ginásio
-25.131637573242,-2.360005617142,0,Corredor
-24.102764129639,-21.252275466919,2,Saguão principal
17.288541793823,-17.392799377441,3,Ginásio
-29.641107559204,-20.614814758301,2,Saguão principal
11.917675018311,-18.438783645630,3,Ginásio
-16.590452194214,-10.245134353638,0,Corredor
-12.028902053833,19.873935699463,2,Saguão principal
-21.323425292969,-4.379668712616,0,Corredor
26.164276123047,12.813535690308,1,Laboratório
19.521903991699,-12.736785888672,3,Ginásio
26.010169982910,4.017294883728,3,Ginásio
6.800198554993,-25.015016555786,0,Corredor
-20.020505905151,3.080471992493,3,Ginásio
34.291507720947,28.160938262939,0,Corredor
0.205078110099,19.473350524902,2,Saguão principal
-14.533882141113,-1.013782024384,1,Laboratório
2.902371883392,38.059185028076,2,Saguão principal
-6.940725326538,28.930158615112,2,Saguão principal
-32.408798217773,-13.366278648376,0,Corredor
22.422771453857,-6.687613964081,3,Ginásio
-17.289791107178,-10.783881187439,3,Ginásio
-23.936292648315,5.171840190887,1,Laboratório
4.091782093048,5.353366851807,0,Corredor
41.645835876465,-29.265943527222,0,Corredor
21.783805847168,19.356645584106,3,Ginásio
13.711683273315,-15.432438850403,0,Corredor
-14.541992187500,-32.804496765137,2,Saguão principal
-24.524524688721,14.585954666138,0,Corredor
28.910833358765,6.362220287323,3,Ginásio
31.202980041504,6.954230785370,1,Laboratório
12.121473312378,37.935050964355,1,Laboratório
-10.610041618347,21.887567520142,3,Ginásio
-4.704314231873,-17.865381240845,3,Ginásio
27.936038970947,-0.843276500702,1,Laboratório
0.236898005009,-20.997354507446,3,Ginásio
-1.368188142776,12.621881484985,0,Corredor
15.979909896851,3.242251157761,0,Corredor
-29.931173324585,-1.164214015007,0,Corredor
-11.071538925171,-14.570478439331,1,Laboratório
-6.461187839508,-18.795537948608,3,Ginásio
-14.563897132874,-34.642463684082,2,Saguão principal
-1.014073371887,-17.937307357788,0,Corredor
1.084777712822,-22.197523117065,3,Ginásio
-17.464759826660,10.158226966858,2,Saguão principal
-7.228214263916,-17.613052368164,0,Corredor
-24.168266296387,16.495307922363,2,Saguão principal
-11.729895591736,-14.460811614990,3,Ginásio
-22.922714233398,-20.898683547974,0,Corredor
-10.066170692444,-18.919139862061,3,Ginásio
